Class name,Quarter Offered,Career,Grading,Class Number,Type,Instruction Mode,Credits,General education,Status,Available Seats,Enrollment Capacity,Enrolled,Wait List Capacity,Wait List Total,Description,Enrollment Requirements,Class Notes,Meeting Information,Associated Discussion Sections or Labs
Self and Society 2,2025 Winter Quarter,Undergraduate,Student Option,32484,Seminar,In Person,5 units,TA,Closed,0,18,21,0,0,"Winter quarter of Stevenson's core course continues development of analytical writing, critical reading, and effective speaking in exploring conflicts inherent in modern society. Investigates themes of colonization, race, gender, class, and cultural conflict. (Formerly course 81A.)",Enrollment is restricted to first-year and sophomore college members.,,"Days & Times: MWF 02:40PM-03:45PM, Room: Cowell Com 134, Instructor: Camblin,C.E., Dates: 01/06/25 - 03/14/25; Days & Times: M 07:10PM-08:45PM, Room: Steven Event Ctr 180, Instructor: Camblin,C.E., Dates: 01/06/25 - 03/14/25",
Theory and Practice of Peer-Guided Learning for Tutors and Learning Assistants,2025 Winter Quarter,Undergraduate,Student Option,31421,Seminar,In Person,2 units,,Closed,0,0,19,0,0,"Provides first-time tutors and supplemental-instruction learning assistants with the theoretical background and practical interactive teaching and learning strategies essential for planning, implementing, and evaluating effective peer-guided learning.",,,"Days & Times: Tu 11:40AM-01:15PM, Room: Cowell Com 132, Instructor: Tapke,L.J., Dates: 01/06/25 - 03/14/25",
Self and Society: Teaching Practicum,2025 Winter Quarter,Undergraduate,Student Option,31879,Seminar,In Person,5 units,,Closed,0,0,6,0,0,"In pairs, students facilitate one seminar section of STEV 2, attend lectures, and meet with faculty for mentoring and guidance through the teaching process. Students are responsible for designing and executing lesson plans, creating assignments, and for evaluating student work. Prerequisite(s): STEV 80 or STEV 1, and STEV 81 or STEV 2. Admission to the program by application and subsequent interview. Applications are available each fall in early October from the college office and interviews are conducted in early November. Qualifications include, but are not limited to, excellent performance in the core courses, good academic standing, leadership experience, genuine passion for teaching, and caring for fellow students. Strong candidates will be skilled in time management, organization, communication, and judgment.",,,"Days & Times: M 09:30AM-10:30AM, Room: Steven Acad 131, Instructor: Camblin,C.E., Dates: 01/06/25 - 03/14/25",
Costume Construction,2025 Winter Quarter,Undergraduate,Student Option,30564,Studio,In Person,5 units,PR-C,Closed,0,0,16,0,0,"Explores different aspects of costume construction, including draping, basic sewing, flat patterning techniques, proper protocols for measurements and fittings, dyeing, and costume crafting. The class activities are a mixture of lectures, demonstrations, and project-based learning. Students work in a lab setting and learn proper costume shop etiquette regarding shared spaces, organization, and cleanliness.",,,"Days & Times: TuTh 03:20PM-04:55PM, Room: TA Studio C102, Instructor: Grenz,K.M., Dates: 01/06/25 - 03/14/25",
Drafting-Computer Aided,2025 Winter Quarter,Undergraduate,Student Option,30563,Studio,In Person,5 units,,Closed,0,0,9,0,0,"In-depth exploration of designing for theater using computer-aided drafting in the Vectorworks Design Suite and Renderworks. Topics include: the user interface, ground plan, section and detail views, paper space vs. working space, tool palettes, USITT drafting standards, layers, line weights, objects, classes, library annotations, importing rasters, and 3D modeling. Students required to do weekly projects such as ground plans, lighting plots, perspectives, and detail drawings, as well as turn in a major final project, and complete a mid-term, final, and quizzes.",,,"Days & Times: MW 12:00PM-01:35PM, Room: TA Mainstage A214, Instructor: Mack,K., Dates: 01/06/25 - 03/14/25",
Acting Studio I: Psychological Realism,2025 Winter Quarter,Undergraduate,Student Option,32640,Studio,In Person,5 units,,Open,19,25,6,0,0,"Explores the fundamentals from the work of Konstantin Stanislavski as developed at the Moscow Art Theater to the works of his and our contemporary playwrights. Specifically, students apply those techniques of action, physical score, given circumstances, subtext, interior monologue, goals, and objectives, throughline, superobjective, and emotional recall to works of Henrik Ibsen, Anton Chekov, and relevant American realists, such as Sam Shepard, August Wilson, etc. Designed for students focused on acting as an academic or professional discipline. Admission by audition at first class meeting (see the department office or theater.ucsc.edu for more information). (Formerly course 21A, Acting Studio 1A: Psychological Realism.)",,"ADMISSION-BY-AUDITION. Admission-by-audition: Come to the 1st class (Mon, 1/6, 4:00 PM) prepared to deliver a monologue, 60 seconds in length, memorized. No specific material required. Students admitted to the class will be given an enrollment permission number by the instructor during the first week of the class. Questions may be addressed to the instructor: dcatkins@ucsc.edu","Days & Times: MW 04:00PM-05:35PM, Room: TA Studio C100, Instructor: Atkinson,D.C., Dates: 01/06/25 - 03/14/25",
Voice for the Actor,2025 Winter Quarter,Undergraduate,Student Option,30562,Studio,In Person,5 units,,Closed,0,0,20,0,0,"Introduces using the spoken voice effectively and powerfully on stage and off. Physical release, alignment, breath, resonance, and articulation are explored. Students gain an understanding of how the voice relates to the self, the body, and breath and become more aware of tensions and habits that may impede vocal and speech use.",,,"Days & Times: TuTh 11:40AM-01:15PM, Room: TA Studio C100, Instructor: Ginther,A.T., Dates: 01/06/25 - 03/14/25",
Fundamentals of Theater Production,2025 Winter Quarter,Undergraduate,Student Option,30465,Studio,In Person,2 units,,Closed,0,0,38,0,0,"Work is on various aspects of theatrical production, including scenery, lighting, costumes, sound, stage management, and video documentation. Satisfies the department's technical experience requirement. May be repeated for credit.",,"Mandatory first class meeting: Wednesday, January 8, 2025 from 9:00 - 10:00 AM in the Theater Arts Mainstage (TA 100) - required schedule and enrollment signups announced at the meeting. See complete enrollment process in the Theater Arts Undergraduate Handbook here: https://tinyurl.com/THEA50. Contact theater-ugradadv@ucsc.edu with questions.","Days & Times: , Room: TA Mainstage, Instructor: Cuthbert,D.L., Dates: 01/06/25 - 03/14/25",
Workshop in Performance: Barnstorm,2025 Winter Quarter,Undergraduate,Student Option,30464,Studio,In Person,5 units,,Open,32,40,8,0,0,Process-oriented investigation of practical theater production by working in and on productions in the Barnstorm season. Requires a total of 150 hours working backstage or onstage. Admission by audition at first class meeting; see department office for more information. May be repeated for credit.,,See audition/enrollment information on the Theater Arts Auditions page: http://theater.ucsc.edu/programs/auditions-theater-arts,"Days & Times: MTuWTh 07:00PM-10:00PM, Room: TA Drama B100, Instructor: Cuthbert,D.L., Dates: 01/06/25 - 03/14/25; Days & Times: F 04:00PM-07:00PM, Room: TA Drama B100, Instructor: Cuthbert,D.L., Dates: 01/06/25 - 03/14/25",
Workshop in Performance: Barnstorm Lab,2025 Winter Quarter,Undergraduate,Student Option,30462,Studio,In Person,2 units,,Open,1,40,39,0,0,Process-oriented investigation of practical theater production by working in and on productions in the Barnstorm season. Requires a total of 50 hours working backstage or onstage. Admission by audition at first class meeting; see department office for more information. May be repeated for credit.,,See audition/enrollment information on the Theater Arts Auditions page: http://theater.ucsc.edu/programs/auditions-theater-arts,"Days & Times: MTuWTh 07:00PM-10:00PM, Room: TA Drama B100, Instructor: Cuthbert,D.L., Dates: 01/06/25 - 03/14/25; Days & Times: F 04:00PM-07:00PM, Room: TBD In Person, Instructor: Cuthbert,D.L., Dates: 01/06/25 - 03/14/25",
Rainbow Theater Cultural Studies,2025 Winter Quarter,Undergraduate,Student Option,30412,Lecture,In Person,5 units,,Closed,25,,15,0,0,"Introduction to multicultural theater and multicultural plays that aims to bring cultural awareness to all students interested in theater discipline. Students are required to read and critically analyze contemporary plays of color with emphasis on race and culture in contemporary American society. (Formerly OAKS 80H.)May be repeated for credit.",,,"Days & Times: TuTh 11:40AM-01:15PM, Room: TA 2nd Stage, Instructor: Williams,D., Dates: 01/06/25 - 03/14/25",
Drama from the Renaissance to the Modern Age,2025 Winter Quarter,Undergraduate,Student Option,30560,Lecture,Synchronous Online,5 units,TA,Closed,0,0,164,0,0,"Examines major trends in European drama from the rediscovery of ancient Greek and Roman drama in the early 17th century to the late 19th century. These trends include neo-classical drama, the rise of middle-class drama, social realism, romanticism, early naturalism, and the well-made play. These trends are compared with the parallel developments of the non-Western forms of Japanese Kabuki and Javanese Wayang.",,,"Days & Times: TuTh 03:20PM-04:55PM, Room: Online, Instructor: Cruz,M., Dates: 01/06/25 - 03/14/25","#30372 DIS 01A, F 10:40AM-11:45AM, Blondell,A.A., Loc: Online, Enrl: 41 / 41, Wait: 0 / 0, Closed; #30425 DIS 01B, F 12:00PM-01:05PM, Blondell,A.A., Loc: Online, Enrl: 42 / 42, Wait: 0 / 0, Closed; #30424 DIS 01C, F 01:20PM-02:25PM, Papp,C.L., Loc: Online, Enrl: 40 / 41, Wait: 0 / 0, Open; #30423 DIS 01D, F 02:40PM-03:45PM, Papp,C.L., Loc: Online, Enrl: 41 / 41, Wait: 0 / 0, Closed"
Pixar - Story Matters,2025 Winter Quarter,Undergraduate,Student Option,30559,Lecture,Synchronous Online,5 units,IM,Closed,0,0,379,0,0,"Emphasizes script development by exploring dramatic writings from ancient to contemporary theater, then focusing on Pixar screenplays with their universal themes and compelling characters. Film analysis of Pixar movies delves into animation history, fairytale, psychology, and popular culture.",,,"Days & Times: TuTh 01:30PM-03:05PM, Room: Online, Instructor: Luce,N.A., Dates: 01/06/25 - 03/14/25",
Everybody Dance Now!,2025 Winter Quarter,Undergraduate,Student Option,30558,Lecture,Asynchronous Online,5 units,ER,Closed,0,0,194,0,0,"Examines dance as a primary mode of human communication and expression. Through readings and the viewing of recorded and live performances, students compare and contrast dance traditions of the world. May be repeated for credit.",,,"Days & Times: , Room: Online, Instructor: Pearlman,C., Dates: 01/06/25 - 03/14/25",
Digital Illustration,2025 Winter Quarter,Undergraduate,Student Option,45847,Studio,In Person,5 units,,Closed,3,,12,0,0,"Introduces digital rendering techniques using the Adobe Creative Suite. Using Adobe Creative Suite, students solve design problems. Enrollment by permission of the  instructor. Application form available from baron@ucsc.edu.",,"WINTER 2025 - ENROLLMENT: This course is cross-listed as ART 146T. Email Prof. Rodriguez-Montero for an enrollment permission number, specifying whether you wish to enroll under the THEA or the ART course code (the class will be the same, it will simply appear differently in your records): prodri28@ucsc.edu . COURSE DESCRIPTION: This class introduces tools and techniques for creating digital costume renderings and theatrical design illustrations using Procreate for iPad and the Adobe Suite. We will explore a range of uses for digital renderings as tools for design and communication.","Days & Times: TuTh 09:50AM-11:25AM, Room: TA Mainstage A214, Instructor: Rodriguez-Montero,P., Dates: 01/06/25 - 03/14/25",
Design Studio: Costume,2025 Winter Quarter,Undergraduate,Student Option,30557,Studio,In Person,5 units,IM,Closed,0,,41,0,0,"Students learn advanced principles and theory of costume design, and apply these toward a large project for theatrical/film production or for character design for animation and gaming. May be repeated for credit.",,,"Days & Times: TuTh 01:30PM-03:05PM, Room: TA Studio C102, Instructor: Rodriguez-Montero,P., Dates: 01/06/25 - 03/14/25",
Acting Studio II: Shakespeare,2025 Winter Quarter,Undergraduate,Student Option,30556,Studio,In Person,5 units,,Open,13,25,12,0,0,This acting studio centers around Shakespeare and specific techniques used in performing his plays. Continues concentrated work on basic acting skills and textual analysis through scene study. Courses 21 and 23 are recommended as preparation. Admission is by audition at the first class meeting (see the department office or theater.ucsc.edu for more information). (Formerly Acting Studio II.) May be repeated for credit.,,"Admission by audition at first class meeting: Come to the first class meeting prepared to deliver a Shakespeare monologue, 1 to 2 minutes in length (does not need to be memorized). Questions may be addressed to the instructor: pgallagh@ucsc.edu","Days & Times: MW 09:20AM-10:55AM, Room: TA Studio C100, Instructor: Gallagher,P.M., Dates: 01/06/25 - 03/14/25",
Acting Studio III,2025 Winter Quarter,Undergraduate,Student Option,30530,Studio,In Person,5 units,,Open,24,30,6,0,0,"Individual work on acting skills and problems, with emphasis on individual interpretation and scene work with other students. THEA 21 and THEA 124 are recommended as preparation. Admission is by audition at the first class meeting (see the department office or theater.ucsc.edu for more information). May be repeated for credit.",,"Topic this quarter: Archetypes. Audition requirements for this quarter: Come to the first class meeting (Tue., January 7, 3:20 PM) prepared to deliver 1 monologue or poem, 1-2 minutes in length, memorized. Archetypes are found across cultures through stories, myths, and legends. Students are led through imaginative journeys and use their bodies, voices, and personal imagery to explore the archetypes, and more fully embody characters in performance. THEA 20, 21, and/or 23 are strongly recommended as preparation. Questions may be addressed to the instructor: Prof. Amy Mihyang Ginther, aginther@ucsc.edu","Days & Times: TuTh 03:20PM-04:55PM, Room: TA Studio C100, Instructor: Ginther,A.T., Dates: 01/06/25 - 03/14/25",
